var_name,description,valid_labels,missing_labels
iwrdesc_post_completed,FTFONLY:PostsurveyIWRdescription: IWRagreetodescriptionmodule,"1. Yes,at least
2. No,no IWR descr items completed forpost
1. Yes,atleast
2. No, no IWR descritems
","-1. Inapplicable
-1. Inapplicable
"
iwrdesc_post_iwrid,FTF ONLY:Post survey IWR description-post-election survey IWR id,,
iwrdesc_post_skintone,FTF ONLY:Post survey IWR descr: skintone,"2. Skintone
3. Skintone
4. Skintone
5. Skintone
6. Skintone
7. Skintone
8. Skintone
9. Skintone
","-1. Inapplicable
-2. Missing
-9. Refused
"
iwrdesc_post_born_year,FTF ONLY:RESTRICTED: Post survey IWRdescr: year born,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
iwrdesc_post_age,FTF ONLY:RESTRICTED: Post survey IWRdescr: age,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
iwrdesc_post_agegrp,FTF ONLY:Post survey IWR descr: agr group,"1. Age
2. Age
3. Age
4. Age65+
1. Age
2. Age
3. Age
4. Age
","-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
"
iwrdesc_post_educ,FTF ONLY:RESTRICTED: Post survey IWRdescr: education,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
iwrdesc_post_educgrp,FTF ONLY:Post survey IWR descr: education group,"1. High school level
2. College level
1. High school level
2. College level
","-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
"
iwrdesc_post_gender,FTF ONLY:Post survey IWR descr: gender,"1. Male
2. Female
1. Male
2. Female
","-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
"
iwrdesc_post_lang,FTF ONLY:Post survey IWR descr: Spanish spoken,"1. Fluent in Spanish
2. Speak Spanish,not fluently
3. Do not speak Spanish
1. Fluent in Spanish
2. SpeakSpanish, not fluently
3. Do notspeak Spanish
","-1. Inapplicable
-2. Missing
-9. Refused (byIWR)
-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
"
iwrdesc_post_exper,FTF ONLY:RESTRICTED: Post survey IWRdescr: experience,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
iwrdesc_post_exper_grp,FTF ONLY:Post survey IWR descr: experience (grouped),,"-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
"
iwrdesc_post_hisp,FTF ONLY:Post survey IWR descr: Hispanic,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
"
iwrdesc_post_race_white,FTF ONLY:Post survey IWR descr: White,"0. Not selected
1. White
0. Not selected
1. White
","-1. Inapplicable
-9. Refused (by IWR)
-1. Inapplicable
-9. Refused (by IWR)
"
iwrdesc_post_race_black,FTF ONLY:Post survey IWR descr: Black,"0. Not selected
1. Black or African-American
0. Not selected
1. Black or African-American
","-1. Inapplicable
-9. Refused (by IWR)
-1. Inapplicable
-9. Refused (by IWR)
"
iwrdesc_post_race_other,FTF ONLY:Post survey IWR descr: Race other thanwhite or black,"0. Not selected
1. Other selected
0. Not selected
1. Other selected
","-1. Inapplicable
-9. Refused (by IWR)
-1. Inapplicable
-9. Refused (by IWR)
"
post_iwrdsc_racenative,FTF ONLY:RESTRICTED: Post survey IWRdescr: Native american,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
iwrdesc_post_raceasian,FTF ONLY:RESTRICTED: Post survey IWRdescr: Asian,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
iwrdesc_post_racepacif,FTF ONLY: RESTRICTED: Post survey IWR descr: Pacific Islander or Na-,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
iwrdesc_post_race_oth,FTF ONLY:RESTRICTED: Post survey IWRdescr: Other race,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
iwrdesc_post_pid,FTF ONLY:Post survey IWR descr: Party ID,"1. Democrat
2. Republican
3. Independent
4. Somethingelse
1. Democrat
2. Republican
3. Independent
4. Something else
","-1. Inapplicable
-9. Refused (by IWR)
-1. Inapplicable
-9. Refused (by IWR)
"
iwrdesc_post_pid_demstr,FTF ONLY:Post survey IWR descr: strong Democrat,"1. Strong Democrat
2. Not verystrong Democrat
1. Strong Democrat
2. Not very strongDemocrat
","-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
-1. Inapplicable
-2. Missing
-9. Refused (by IWR)
"
iwrdesc_post_pid_repstr,FTF ONLY:Post survey IWR descr: strong Republican,"1. Strong Republican
2. Not very strongRepublican
1. StrongRepublican
2. Not very strongRepublican
","-1. Inapplicable
-1. Inapplicable
"
iwrdesc_post_pid_lean,FTF ONLY:Post survey IWR descr: leaning toward eithermajor party,"1. Closer tothe Republican party
2. Closerto the Democratic party
3. Neither
1. Closer tothe Republican party
2. Closer tothe Democratic party
3. Neither
","-1. Inapplicable
-9. Refused (by IWR)
-1. Inapplicable
-9. Refused (by IWR)
"
profile_completed,WEB ONLY:Core profile- Date completed,,
profile_panelentrydate,WEB ONLY:Date R entered thePanel (YYYYMMDD),,
profile_recruittype,WEB ONLY:Panel recruitment type,,
profile_surveyscompleted,"WEBONLY:NumberofsurveyscompleteduptoandincludingOctober10,",,
profile_headhh,WEB ONLY:Core profile- R householdhead,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_hhsize,WEB ONLY:Core profile- Size ofR household,,
profile_housing,WEB ONLY:Core profile- Housing typeof respondent home,"1. A one-family house detached fromany other
2. A one-familyhouse attached to one or more
3. A buildingwith
4. A mobilehome
5. Boat, rv,van, etc.
1. A one-familyhouse
2. A one-familyhouse
3. A building with
4. A mobilehome
5. Boat, rv,van, etc.
","-1. Inapplicable
-1. Inapplicable
"
profile_homeown,WEB ONLY:Core profile- R homeownership status,"1. Owned or being boughtby you or someone in
2. Rentedfor cash
3. Occupied without payment of cashrent
1. Owned or being boughtby
2. Rented forcash
3. Occupiedwithout payment
","-1. Inapplicable
-1. Inapplicable
"
profile_educdegree,WEB ONLY:Core profile- R education,"1. No formal education
9. Highschoolgraduate-highschooldiplomaorthe
10. Some college,no degree
11. Associate degree
12. Bachelors degree
13. Masters degree
14. Professionalor doctorate degree
","-1. Inapplicable
"
profile_educ,WEB ONLY:Core profile- R education4 categories,"1. Less than high school
2. High school
3. Some college
4. Bachelor's degree orhigher
1. Less than high school
2. High school
3. Some college
4. Bachelor's degree or higher
","-1. Inapplicable
-1. Inapplicable
"
profile_region9,WEB ONLY:Core profile- Sample addressregion 9 categories,"1. New england
2. Mid-atlantic
3. East-north central
4. West-northcentral
5. Southatlantic
6. East-south central
7. West-southcentral
8. Mountain
9. Pacific
1. New england
2. Mid-atlantic
3. East-north central
4. West-northcentral
5. South atlantic
6. East-south central
7. West-southcentral
8. Mountain
9. Pacific
","-1. Inapplicable
-1. Inapplicable
"
profile_hhchild0to1,WEB ONLY:RESTRICTED: Core profile- householdchildren 0-1,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
profile_hhchild2to5,WEB ONLY:RESTRICTED: Core profile- householdchildren 2-5,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
profile_hhchild6to12,WEB ONLY:RESTRICTED: Core profile- householdchildren 6-12,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
profile_hhchild13to17,WEB ONLY:RESTRICTED: Core profile- householdchildren 13-17,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
profile_hhchild0to5_x,WEB ONLY:SUMMARY:Coreprofile- household children 0-5,,
profile_hhchild6to17_x,WEB ONLY:SUMMARY:Coreprofile- household children 6-17,,
profile_hhadults,WEB ONLY:Core profile- household adults18/older,,
profile_raceeth,WEB ONLY:Core profile- Race-ethnicity,"1. White, non-Hispanic
2. Black, non-Hispanic
3. Other,non-Hispanic (incl.
4. Hispanic
1. White, non-Hispanic
2. Black, non-Hispanic
3. Other,non-Hispanic (incl.
4. Hispanic
","-1. Inapplicable
-1. Inapplicable
"
profile_gender,WEB ONLY:Core profile- R gender,"1. Male
2. Female
1. Male
2. Female
","-1. Inapplicable
-1. Inapplicable
"
profile_marital,WEB ONLY:Core profile- R maritalstatus,"1. Married
2. Widowed
3. Divorced
4. Separated
5. Nevermarried
6. Living with partner
1. Married
2. Widowed
3. Divorced
4. Separated
5. Nevermarried
6. Livingwith partner
","-1. Inapplicable
-1. Inapplicable
"
profile_hhincome,WEB ONLY:Core profile- household income19 categories,,"-1. Inapplicable
"
profile_empstatus,WEB ONLY:Core profile- Current employmentstatus -- OLD,"1. Working- asa paid employee
2. Working- self-employed
3. Notworking - on temporary layofffrom a job
4. Notworking - looking for work
5. Not working -retired
6. Not working - disabled
7. Notworking - other
1. Working- asa paid employee
2. Working-self-employed
3. Notworking - on temporary layofffroma job
4. Notworking - looking for work
5. Not working - retired
6. Not working - disabled
7. Not working- other
","-1. Inapplicable
-1. Inapplicable
"
profile_inetaccess,WEB ONLY:Core profile- household internetaccess,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_pid7_x,WEB ONLY:SUMMARY:Coreprofile- political party affiliation(7 cat),"1. Strong Republican
2. Not strong Republican
3. LeansRepublican
4. Undecided/Independent/other
5. Leans Democrat
6. Not strong Democrat
7. StrongDemocrat
1. Strong Republican
2. Notstrong Republican
3. Leans Republican
4. Undecided/Independent/other
5. Leans Democrat
6. Not strong Democrat
7. Strong Democrat
","-1. Inapplicable
-1. Inapplicable
"
profile_hhmembers,WEB ONLY:Core profile Are thereother members in household,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_race_r,WEB ONLY:Core profile- Race (collapsed),"1. White
2. Black or African American
3. Other
1. White
2. Black or African American
3. Other
","-1. Inapplicable
-1. Inapplicable
"
profile_racefull_r,WEB ONLY:Core profile- Race,"1. White
2. Blackor African American
3. AmericanIndian or Alaska Native
4. Asian/Pacific Islander
5. Someother race
1. White
2. Blackor African American
3. AmericanIndian or Alaska Native
4. Asian/Pacific Islander
5. Some otherrace
","-1. Inapplicable
-1. Inapplicable
"
profile_censusrace_r,"WEB ONLY:Core profile- Race, Censuscategories (collapsed)","1. White
2. Black or African American
3. Other
1. White
2. Black or African American
3. Other
","-1. Inapplicable
-1. Inapplicable
"
profile_censusracefull_r,"WEB ONLY:Core profile- Race, Censuscategories","1. White
2. Blackor African American
3. AmericanIndian or Alaska Native
4. Asian
5. NativeHawaiian/Pacific Islander
1. White
2. Blackor African American
3. AmericanIndian or Alaska Native
4. Asian
5. NativeHawaiian/Pacific Islander
","-1. Inapplicable
-1. Inapplicable
"
profile_hisp,"WEBONLY:Coreprofile-AreyouofSpanish,Hispanic,orLatinodescent?","1. No, I amnot
2. Yes,Mexican, Mexican-American, Chicano
3. Yes,Puerto Rican
4. Yes,Cuban
5. Yes,Central American
6. Yes,SouthAmerican
7. Yes,Caribbean
8. Yes,other Spanish/Hispanic/Latino
1. No, I amnot
2. Yes,Mexican, Mexican-American, Chicano
3. Yes,Puerto Rican
4. Yes,Cuban
5. Yes,Central American
6. Yes,SouthAmerican
7. Yes,Caribbean
8. Yes,other Spanish/Hispanic/Latino
","-1. Inapplicable
-1. Inapplicable
"
profile_lang,WEB ONLY:Core profile- R language,"1. English
2. Spanish
3. Choice
1. English
2. Spanish
3. Choice
","-1. Inapplicable
-1. Inapplicable
"
profile_preferlang,WEB ONLY:Core profile- R preferto do surveys in Spanish orEnglish,"1. Spanish
2. English
1. Spanish
2. English
","-1. Inapplicable
-1. Inapplicable
"
profile_primelang,WEB ONLY:Core profile- R primarylanguage,"1. English proficient
2. Bilingual
3. Spanishproficient
1. English proficient
2. Bilingual
3. Spanishproficient
","-1. Inapplicable
-6. Not asked, unit nonresponse
-1. Inapplicable
-6. Not asked, unit nonresponse
"
profile_spanspeak,WEB ONLY:Core profile- Level ofSpanish speaking proficiency,"1. Verywell
2. Pretty well
3. Just a little
4. Not atall
5. Don't know
1. Verywell
2. Pretty well
3. Just a little
4. Not at all
5. Don'tknow
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_spanread,WEB ONLY:Core profile- Level ofSpanish reading proficiency,"1. Verywell
2. Pretty well
3. Just a little
4. Not atall
5. Don't know
1. Verywell
2. Pretty well
3. Just a little
4. Not at all
5. Don'tknow
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_engspeak,WEB ONLY:Core profile- Level ofEnglish speaking proficiency,"1. Verywell
2. Pretty well
3. Just a little
4. Not atall
5. Don't know
1. Verywell
2. Pretty well
3. Just a little
4. Not at all
5. Don'tknow
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_engread,WEB ONLY:Core profile- Level ofEnglish reading proficiency,"1. Verywell
2. Pretty well
3. Just a little
4. Not atall
5. Don't know
1. Verywell
2. Pretty well
3. Just a little
4. Not at all
5. Don'tknow
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_race1,WEB ONLY:RESTRICTED: Core Profile- Raceident 1 (not ordered),,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
profile_race2,WEB ONLY:RESTRICTED: Core Profile- Raceident 2 (not ordered),,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
profile_race3,WEB ONLY:RESTRICTED: Core Profile- Raceident 3 (not ordered),,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
profile_racemost,WEB ONLY:Core Profile- Race Ridentifies with most (collapsed),"1. White
2. Black or African American
3. Other
1. White
2. Black or African American
3. Other
","-1. Inapplicable
-1. Inapplicable
"
profile_racemost_full,WEB ONLY:Core Profile- Race Ridentifies with most (full),,
profile_spanishsurv,WEB ONLY:Core profile- Spanish surveytaker,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_trynewprod,WEB ONLY:Core profile- Trynew products before other people,"1. Strongly agree
2. Somewhat agree
3. Neitheragree or disagree
4. Somewhat disagree
5. Stronglydisagree
1. Strongly agree
2. Somewhat agree
3. Neitheragree or disagree
4. Somewhatdisagree
5. Strongly disagree
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_newbrands,WEB ONLY:Core profile- Often trynew brands,"1. Strongly agree
2. Somewhat agree
3. Neitheragree or disagree
4. Somewhat disagree
5. Stronglydisagree
1. Strongly agree
2. Somewhat agree
3. Neitheragree or disagree
4. Somewhatdisagree
5. Strongly disagree
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_looknewprod,WEB ONLY:Core profile- When shoppingI look for what is new,"1. Stronglyagree
2. Somewhat agree
3. Neither agree or disagree
4. Somewhat disagree
5. Strongly disagree
1. Strongly agree
2. Somewhat agree
3. Neitheragree or disagree
4. Somewhatdisagree
5. Strongly disagree
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_trynew1st,WEB ONLY:Core profile- Like tobe first to try something new,"1. Strongly agree
2. Somewhat agree
3. Neitheragree or disagree
4. Somewhat disagree
5. Stronglydisagree
1. Strongly agree
2. Somewhat agree
3. Neitheragree or disagree
4. Somewhatdisagree
5. Strongly disagree
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_tellothersnew,WEB ONLY:Core profile- Like totell others about what is new,"1. Strongly agree
2. Somewhat agree
3. Neitheragree or disagree
4. Somewhat disagree
5. Stronglydisagree
1. Strongly agree
2. Somewhat agree
3. Neitheragree or disagree
4. Somewhatdisagree
5. Strongly disagree
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_hhshopamt,WEB ONLY:Core profile- Amount ofhousehold grocery shopping,"1. Youdo all of it
2. Youdomost of it
3. Youdo abouthalf of it
4. Someone else does most ofit, you do some of it
5. Someoneelse does all of it
1. Youdo all of it
2. Youdo most ofit
3. Youdo about half ofit
4. Someone elsedoes most of it, you dosome of it
5. Someone else doesall of it
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_rparentguard,WEB ONLY:Core profile- R parentor legal guardian,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_emptynext,WEB ONLY:Core profile- Empty nesthousehold,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_everparent,WEB ONLY:Core profile- R evera parent,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_hhlandline,WEB ONLY:Core profile- Workinglandline in household,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
"
profile_hhcellphone,WEB ONLY:Core profile- Workingcell phone in household,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
"
profile_phoneuse,WEB ONLY:Core profile- Cell phone/landlinephone use,"2. All or almost all callsreceived on cell phones
3. Somereceived on cell phones and someon
4. Veryfew or none on cell phones
2. All or almost all calls
3. Some received on cell
4. Veryfewor none on cell
","-1. Inapplicable
-6. Not asked, unitnonresponse
-1. Inapplicable
-6. Not asked, unit
"
profile_computers,WEB ONLY:Core profile- Number ofcomputers in household,"0. None
1. One or more
0. None
1. One or more
","-1. Inapplicable
-6. Not asked, unit nonresponse
-1. Inapplicable
-6. Not asked, unit nonresponse
"
profile_inetcomputers,WEB ONLY:Core profile- Number ofcomputers connected to the Internet,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-6. Not asked, unit nonresponse
-1. Inapplicable
-6. Not asked, unit nonresponse
"
profile_inet_dialup,WEB ONLY:Core profile- Internet connectiondial-up,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
"
profile_inet_dsl,WEB ONLY:Core profile- Internet connectionDSL,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
"
profile_inet_cable,WEB ONLY:Core profile- Internet connectionCable modem,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
"
profile_inet_bband,WEB ONLY:Core profile- Internet connectionmobile broadband,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
"
profile_inet_satell,WEB ONLY:Core profile- Internet connectionsatellite,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
"
profile_inet_fiboptics,WEB ONLY:Core profile- Internet connectionfiber optics,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
"
profile_inet_tohbband,WEB ONLY:Core profile- Internet connectionother broadband,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
"
profile_inet_wireless,WEB ONLY:Core profile- Internet connectionwireless,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-4. Error
-6. Not asked, unit nonresponse
-1. Inapplicable
-4. Error
-6. Not asked, unit nonresponse
"
profile_inet_other,WEB ONLY:Core profile- Internet connectionsomething else,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
-1. Inapplicable
-6. Not asked, unit nonresponse
-9. Refused
"
profile_birthmonth,WEB ONLY:RESTRICTED: Core profile- Monthof birth,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
profile_birthday,WEB ONLY:RESTRICTED: Core profile- Dayof birth,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
profile_birthyear,WEB ONLY:Core profile- Yearof birth,,
profile_rpet_cat,WEB ONLY:Core profile- Does Rhave any pets : cat,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_rpet_dog,WEB ONLY:Core profile- Does Rhave any pets : dog,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_rpet_fish,WEB ONLY:Core profile- Does Rhave any pets : fish,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_rpet_bird,WEB ONLY:Core profile- Does Rhave any pets : bird,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_rpet_gerbil,WEB ONLY:Core profile- Does Rhave any pets : gerbil etc.,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_rpet_reptile,WEB ONLY:Core profile- Does Rhave any pets : reptile,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_rpet_horse,WEB ONLY:Core profile- Does Rhave any pets : horse,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_rpet_other,WEB ONLY:Core profile- Does Rhave any pets : other,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_oth_hhpet,WEB ONLY:Core profile- Does anyonein the HH own a pet?,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_rstudent,WEB ONLY:Core profile- R full-timeor part-time student?,"1. Full-time student
2. Part-time student
3. Not enrolled in school
1. Full-time student
2. Part-time student
3. Notenrolled in school
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_dualincome,WEB ONLY:Core profile- Dual incomehousehold,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_numjobs,WEB ONLY:Core profile- How manyjobs R has,"1. One
2. Two
3. Three
4. Fouror more
1. One
2. Two
3. Three
4. Fouror more
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_fulltimejob,WEB ONLY:Core profile- Full-time/part-time mainjob or main job,"1. R worksfull-time
2. Rworks part-time
1. R works full-time
2. Rworks part-time
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_jobind,WEBONLY:RESTRICTED:Coreprofile-Industry(tightscale)incurrentor,,"-1. Inapplicable
-3. Restricted access
-1. Inapplicable
-3. Restricted access
"
profile_ind_foodmfg,WEB ONLY:Core profile- Food Manufacturing,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_bevtob,WEB ONLY:Core profile- Beverage andTobaccoProduct Manufacturing,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_pharm,WEB ONLY:Core profile- Pharmaceutical andMedicine Manufacturing,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_healthprod,"WEBONLY:Coreprofile-Health,PersonalCare,andBeautyProductMan-","0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_hhprod,WEB ONLY:Core profile- Household ProductManufacturing,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_advert,WEB ONLY:Core profile- Advertising Agencies,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_healthcare,WEB ONLY:Core profile- Health Care,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_mktresearch,WEB ONLY:Core profile- Market Researchand Public Opinion Polling,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_marketing,WEB ONLY:Core profile- Marketing ConsultingServices,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_pubrel,WEB ONLY:Core profile- Public RelationsAgencies,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_broadcast,WEB ONLY:Core profile- Broadcasting,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_finance,WEB ONLY:Core profile- Finance,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_retail,WEB ONLY:Core profile- Retail Trade,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_ind_foodbev,WEB ONLY:Core profile- Food andBeverage Stores,"0. No
1. Yes
0. No
1. Yes
","-1. Inapplicable
-1. Inapplicable
"
profile_occ1current,WEB ONLY:Core profile- Occupation (detailed)in current or main job,"29. Other (pleasespecify)
1. Management
22. Officeand administrative support
10. Other professional
3. Computer and mathematical
8. Teacher,except college and university
20. Retail sales
2. Business andfinancial operations
27. Transportationand material moving
","-1. Inapplicable
"
profile_occ2current,WEB ONLY:Core profile- Major occupationgroup in current or main job,"1. Management occupations
17. Officeand administrative support occupations
16. Sales and related occupations
8. Education, training, andlibrary occupations
9. Arts, design, entertainment, sports, andmedia
3. Computer and mathematical occupations
10. Healthcare practitioner and technical
2. Business and financialoperations occupations
","-6. Not asked, unitnonresponse
-1. Inapplicable
"
profile_occ3current,WEB ONLY:Core profile- Occupation (tightscale) in current or main job,"1. Management, business,and financial
2. Professional andrelated occupations
3. Service occupations
4. Sales and relatedoccupations
5. Officeand administrative support occupations
6. Farming, fishing,and forestry occupations
7. Construction andextraction occupations
8. Installation, maintenance, and repairoccupations
9. Production occupations
10. Transportationand material moving occupations
11. Other
","-1. Inapplicable
-6. Not asked, unitnonresponse
"
profile_employersize,WEB ONLY:Core profile- Totalnumber ofpersons working for employer,"1. Under
1. Under
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
profile_occ1recent,WEB ONLY:Core profile- Occupation (detailed)in most recent job,"29. Other (pleasespecify)
1. Management
22. Officeand administrative support
8. Teacher,except college and university
20. Retail sales
10. Other professional
2. Business andfinancial operations
16. Food preparation and serving
27. Transportationand material moving
","-1. Inapplicable
"
profile_occ2recent,WEB ONLY:Core profile- Major occupationgroup in most recent job,"1. Management occupations
17. Officeand administrative support occupations
16. Sales and related occupations
8. Education, training, andlibrary occupations
9. Arts, design, entertainment, sports, andmedia
2. Business and financialoperations occupations
13. Food preparation andserving related
22. Transportationand material moving occupations
","-6. Not asked, unitnonresponse
-1. Inapplicable
"
profile_occ3recent,WEB ONLY:Core profile- Occupation (tightscale) in most recent job,"1. Management, business,and financial
2. Professional andrelated occupations
3. Service occupations
4. Sales and relatedoccupations
5. Officeand administrative support occupations
6. Farming, fishing,and forestry occupations
7. Construction andextraction occupations
8. Installation, maintenance, and repairoccupations
9. Production occupations
10. Transportationand material moving occupations
11. Other
","-1. Inapplicable
-6. Not asked, unitnonresponse
"
