Variable,sum1,sum2,sum3,sum4,q_orig,q_1,q_2,q_3,q_4,Valid1,Valid2,Valid3,Valid4,Missing1,Missing2,Missing3,Missing4,Sources
VCF9354,"POST: IS R LOWER MIDDLE CLASS, MIDDLE CLASS, UPPER MIDDLE CLASS? [EGSS]","POST: IS R LOWER MIDDLE CLASS, MIDDLE CLASS, UPPER MIDDLE CLASS? [EGSS]","PRE: EGSS social class if middle class
POST: Is R upper middle, middle, lower middle class",,"Would R consider self lower, middle, or upper part of the middle class","Are you in the lower middle class, the middle class, or the upper middle class? POST-ELECTION SURVEY VARIABLES 483","Are you in the lower middle class, the middle class, or the upper middle class?","IF R IS SELECTED FOR THE 2-QUESTION SET OF SOCIAL CLASS QUESTIONS IN THE PRE: IF R HAS INDICA TED SOCIAL CLASS AS MIDDLE CLASS: Are you in the lower middle class, the middle class, or the upper middle class? RANDOMIZA TION: Old or new version of class question
IF R IS SELECTED FOR THE 2-QUESTION SET OF SOCIAL CLASS QUESTIONS IN THE POST: IF R HAS INDICA TED SOCIAL CLASS AS MIDDLE CLASS: Are you in the lower middle class, the middle class, or the upper middle class? RANDOMIZA TION: Assignment to CLASSA or CLASSB set of social class questions",,"1. Lower middle class
2. Middle class
3. Upper middle class","1. Lower middle class
2. Middle class
3. Upper middle class","1. Lower middle class
2. Middle class
3. Upper middle class",,"-9. Refused
-8. Don’t know
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-8. Don’t know
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)
-1. Inapplicable","-1. Inap
-6. No post-election interview
-7. No post data, deleted due
-9. Refused",,"2024: V242338
2020: V202353
2016: V161307a; V162133"
VCF9355,PRE: HOW MANY CHILDREN IN HH AGE 0-17,PRE: HOW MANY CHILDREN IN HH AGE 0-17,PRE: How many children in HH age 0-17,,How many children live in the household age 0-17,How many children or teenagers age 0 to 17 live in this household?,How many children or teenagers age 0 to 17 live in this household?,How many children or teenagers age 0 to 17 live in this household?,,"0. No children
1. One child
2. Two children
3. Three children
4. Four children
5. Five children
6. Six children
7. Seven children
8. Eight children
9. More than eight children","0. No children
1. One child
2. Two children
3. Three children
4. Four or more children","0. No children
1. One child
2. T wo children
3. Three children
4. F our children
5. Five children
6. Six children
7. Seven children
9. More than eight children",,"-9. Refused
-1. Inapplicable",-9. Refused,-9. Refused,,"2024: V241521
2020: V201567
2016: V161324"
VCF9356,PRE: ARMED FORCES ACTIVE DUTY,PRE: ARMED FORCES ACTIVE DUTY,"PRE: Previously served on active duty in armed forces
PRE: RESTRICTED- Now serving on active duty in armed forces",,"Is R now serving on active duty, or has R served, or has R never served in the U.S. Armed Forces?","Are you now serving on active duty in the U.S. armed forces – the U.S. Air Force, Army, Coast Guard, Marine Corps, Navy, or Space Force – or have you previously served on active duty in the U.S. armed forces, or have you never served on active duty in the U.S. armed forces?","Are you now serving on active duty in the U.S. armed forces - the U.S. Air Force, Army, Coast Guard, Marine Corps, or Nav - or have you previously served on active duty in the U.S. armed forces, or have you never served on active duty in the U.S. armed forces?","Are you now serving on active duty in the U.S. armed forces – the U.S. Air F orce, Army , Coast Guard, Marine Corps, or Navy – or have you previously served on active duty in the U.S. armed forces, or have you never served on active duty in the U.S. armed forces?
Are you now serving on active duty in the U.S. armed forces – the U.S. Air F orce, Army , Coast Guard, Marine Corps, or Navy – or have you previously served on active duty in the U.S. armed forces, or have you never served on active duty in the U.S. armed forces?",,"1. Now serving on active duty
2. Previously served on active duty but not now on active duty
3. Have never served on active duty","1. Now serving on active duty
2. Previously served on active duty but not now on active duty
3. Have never served on active duty","0. Have never served on
1. Have previously served on",,"-9. Refused
-1. Inapplicable",-9. Refused,"-9. Refused

-3. Restricted access for",,"2024: V241470
2020: V201516
2016: V161274a; V161274b"
VCF9357,"POST: DURING PAST 12 MONTHS, R OR ANY FAMILY MEMBERS STOPPED BY POLICE POST-ELECTION SURVEY VARIABLES 535","POST: DURING PAST 12 MONTHS, R OR ANY FAMILY MEMBERS STOPPED BY POLICE",POST: FTF CASI/WEB: In past 12 months any family members,,"Past 12 months, R/family member stopped/questioned by police","During the past 12 months, were you or any of your family members stopped or questioned by a police oﬃcer, or did this not happen in the past 12 months?","During the past 12 months, were you or any of your family members stopped orquestioned by a police officer, or did this not happen in the past 12 months?","During the past 12 months, were you or any of your family members stopped or questioned by a police officer, or did this not happen in the past 12 months?",,"1. Was stopped or questioned in the past 12 months
2. Was not stopped or questioned in the past 12 months","1. Was stopped or questioned in the past 12 months
2. Was not stopped or questioned in the past 12 months","1. W as stopped or questioned
2. W as not stopped or",,"-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-5. Breakoff, sufficient partial
-6. No post-election interview
-7. No post data, deleted due
-9. Refused",,"2024: V242506
2020: V202456
2016: V162297"
VCF9358,POST: HAS R EVER BEEN ARRESTED,POST: HAS R EVER BEEN ARRESTED,POST: FTF CASI/WEB: Has R ever been arrested,,R ever been arrested,"Have you ever been arrested, or has that never happened to you?","Have you ever been arrested, or has that never happened to you? POST-ELECTION SURVEY VARIABLES 571","Have you ever been arrested, or has that never happened to you?",,"1. Have been arrested
2. Never arrested","1. Have been arrested
2. Never arrested","1. Have been arrested
2. Never arrested",,"-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-5. Breakoff, sufficient partial
-6. No post-election interview
-7. No post data, deleted due
-9. Refused",,"2024: V242507
2020: V202457
2016: V162298"
VCF9359,POST: DISCRIMINATION IN THE US AGAINST BLACKS,POST: DISCRIMINATION IN THE US AGAINST BLACKS,POST: FTF CASI/WEB: Discrimination in the U.S. against Blacks,CASI Discriminationin the U.S. against Blacks,How much discrimination is there in the United States today against each of the following groups: Blacks,How much discrimination is there in the United States today against each of the following groups? Blacks POST-ELECTION SURVEY VARIABLES 559,Blacks,How much discrimination is there in the United States today against each of the following groups? Blacks RANDOMIZA TION: Order of discrimination social groups F orward/reverse response option order,"(How much discrimination is there in the United States today against each of the following groups?) Blacks [A great deal, a lot, a moderate amount, a little, or none at all / none at all, a little, a moderate amount, a lot or a great deal]? Randomization: Order of socialgroups Logic: Please make answering this question a soft requirement (if R clicks >> a prompt appears but if R clicks >> a 2nd time R is allowed to go to next screen).","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderateamount
4. A little
5. None at all","-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-5. Breakoff, sufficient partial
-6. No post-election interview
-7. No post data, deleted due
-9. Refused","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-9. Refused","2024: V242549
2020: V202527
2016: V162357
2012: discrim_blacks"
VCF9360,POST: DISCRIMINATION IN THE US AGAINST HISPANICS,POST: DISCRIMINATION IN THE US AGAINST HISPANICS,POST: FTF CASI/WEB: Discrimination in the U.S. against Hispanics,CASI Discriminationin the U.S. against Hispanics,Hispanics,How much discrimination is there in the United States today against each of the following groups? Hispanics,Hispanics,How much discrimination is there in the United States today against each of the following groups? Hispanics RANDOMIZA TION: Order of discrimination social groups F orward/reverse response option order,"(HowmuchdiscriminationisthereintheUnitedStatestodayagainsteachof the following groups?) Hispanics ([A great deal, a lot, a moderate amount, alittle,ornoneatall/noneatall,alittle,amoderateamount,alotoragreat deal]?) Randomization: Order of socialgroups Logic: Please make answering this question a soft requirement (if R clicks >> a prompt appears but if R clicks >> a 2nd time R is allowed to go to next screen).","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderateamount
4. A little
5. None at all","-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-5. Breakoff, sufficient partial
-6. No post-election interview
-7. No post data, deleted due
-9. Refused","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-9. Refused","2024: V242550
2020: V202528
2016: V162358
2012: discrim_hispanics"
VCF9361,POST: DISCRIMINATION IN THE US AGAINST WHITES,POST: DISCRIMINATION IN THE US AGAINST WHITES,POST: FTF CASI/WEB: Discrimination in the U.S. against Whites,CASI Discriminationin the U.S. against Whites,Whites,How much discrimination is there in the United States today against each of the following groups? Whites,Whites,How much discrimination is there in the United States today against each of the following groups? Whites RANDOMIZA TION: Order of discrimination social groups F orward/reverse response option order,"(How much discrimination is there in the United States today against each ofthefollowinggroups?) Whites([Agreatdeal,alot,amoderateamount,a little, or none at all / none at all, a little, a moderate amount, a lot or a great deal]?) Randomization: Order of socialgroups Logic: Please make answering this question a soft requirement (if R clicks >> a prompt appears but if R clicks >> a 2nd time R is allowed to go to next screen).","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderateamount
4. A little
5. None at all","-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-5. Breakoff, sufficient partial
-6. No post-election interview
-7. No post data, deleted due
-9. Refused","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-9. Refused","2024: V242552
2020: V202530
2016: V162360
2012: discrim_whites"
VCF9362,POST: DISCRIMINATION IN THE US AGAINST GAYS AND LESBIANS,POST: DISCRIMINATION IN THE US AGAINST GAYS AND LESBIANS,POST: FTF CASI/WEB: Discrimination in the U.S. against Gays and Les-,CASI Discriminationin the U.S. against Gays andLesbians,Gays and Lesbians,How much discrimination is there in the United States today against each of the following groups? Gays and Lesbians,Gays and lesbians,How much discrimination is there in the United States today against each of the following groups?) Gays and Lesbians RANDOMIZA TION: Order of discrimination social groups F orward/reverse response option order,"(HowmuchdiscriminationisthereintheUnitedStatestodayagainsteachof thefollowinggroups?) GaysandLesbians([Agreatdeal,alot,amoderate amount,alittle,ornoneatall/noneatall,alittle,amoderateamount,alot or agreat deal]?) Randomization: Order of socialgroups Logic: Please make answering this question a soft requirement (if R clicks >> a prompt appears but if R clicks >> a 2nd time R is allowed to go to next screen).","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderateamount
4. A little
5. None at all","-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-5. Breakoff, sufficient partial
-6. No post-election interview
-7. No post data, deleted due
-9. Refused","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-9. Refused","2024: V242553
2020: V202533
2016: V162361
2012: discrim_gays"
VCF9363,POST: DISCRIMINATION IN THE US AGAINST WOMEN,POST: DISCRIMINATION IN THE US AGAINST WOMEN,POST: FTF CASI/WEB: Discrimination in the U.S. against W omen,CASI Discriminationin the U.S. against Women,Women,How much discrimination is there in the United States today against each of the following groups? Women,Women POST-ELECTION SURVEY VARIABLES 611,How much discrimination is there in the United States today against each of the following groups? W omen RANDOMIZA TION: Order of discrimination social groups F orward/reverse response option order,"(How much discrimination is there in the United States today against each of the following groups?) Women ([A great deal, a lot, a moderate amount, alittle,ornoneatall/noneatall,alittle,amoderateamount,alotoragreat deal]?) Randomization: Order of socialgroups Logic: Please make answering this question a soft requirement (if R clicks >> a prompt appears but if R clicks >> a 2nd time R is allowed to go to next screen).","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","1. A great deal
2. A lot
3. A moderateamount
4. A little
5. None at all","-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-9. Refused
-7. No post-election data, deleted due to incomplete interview
-6. No post-election interview
-5. Interview breakoff (sufficient partial IW)","-5. Breakoff, sufficient partial
-6. No post-election interview
-7. No post data, deleted due
-9. Refused","-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election) interview
-9. Refused","2024: V242554
2020: V202534
2016: V162362
2012: discrim_women"
VCF9364,"PRE: REQUIRE EMPLOYERS TO OFFER PAID LEAVE TO PARENTS OF NEW CHILDREN
PRE: REQUIRE EMPLOYERS TO OFFER PAID LEAVE TO PARENTS OF NEW CHILDREN (STRENGTH)","PRE: REQUIRE EMPLOYERS TO OFFER PAID LEAVE TO PARENTS OF NEW CHILDREN
PRE: REQUIRE EMPLOYERS TO OFFER PAID LEAVE TO PARENTS OF NEW CHILDREN (STRENGTH)","PRE: Require employers to offer paid leave to parents of new children
PRE: Strength require employers to offer paid leave to parents of new chil-",,Favor/oppose paid parental leave,"Do you favor, oppose, or neither favor nor oppose requiring employers to oﬀer paid leave to parents of new children?
Do you favor that a great deal, a moderate amount, or a little ? / Do you oppose that a great deal, a moderate amount, or a little?","Do you favor, oppose, or neither favor nor oppose requiring employers tooffer paid leave to parents of new children?
Do you [favor / oppose] that a great deal, a moderate amount, or a little? PRE- ELECTION SURVEY VARIABLES 173","Do you favor/oppose, or neither favor nor oppose requiring employers to offer paid leave to parents of new children?
IF R F A VORS REQUIRING EMPLOYERS TO OFFER P AID LEA VE FOR NEW CHILDREN / IF R OPPOSES REQUIRING EMPLOYERS TO OFFER P AID LEA VE FOR NEW CHILDREN : Do you favor that a great deal, a moderate amount, or a little ? / Do you oppose that a great deal, a moderate amount, or a little?",,"1. Favor
2. Oppose
3. Neither favor nor oppose
1. A great deal
2. A moderate amount
3. A little","1. Favor
2. Oppose
3. Neither favor nor oppose
1. A great deal
2. A moderate amount
3. A little","1. F avor
2. Oppose
3. Neither favor nor oppose

1. A great deal
2. A moderate amount
3. A little1. F avor a great deal
2. F avor a moderate amount
3. F avor a little
4. Neither favor nor oppose
5. Oppose a little
6. Oppose a moderate
7. Oppose a great deal",,"-9. Refused
-8. Don’t know
-1. Inapplicable
-9. Refused
-8. Don’t know
-1. Inapplicable","-9. Refused
-8. Don’t know
-9. Refused
-1. Inapplicable","-8. Don’t know (FTF only)
-9. Refused

-1. INAP ,
-9. Refused-8. DK (-8) in V161226 or
-9. RF (-9) in V161226 or",,"2024: V241367; V241368
2020: V201403; V201404
2016: V161226; V161226a"
VCF9365,"POST: HOW MUCH DOES R FAVOR AFFIRMATIVE ACTION IN UNIVERSITIES
POST: HOW MUCH DOES R OPPOSE AFFIRMATIVE ACTION IN UNIVERSITIES",PRE: How much does R favor affirmative action in universities,PRE: How much does R oppose affirmative action in universities,"How muchdoes R favor affirmativeaction inuniversities
How muchdoes R oppose affirmativeaction inuniversities",How much does R favor/oppose allowing universities to increase the number of black students by considering race along with other factors when choosing students,"Do you favor that [a great deal, a moderate amount, or a little / a little, a moderate amount, or a great deal]?
Do you oppose that [a great deal, a moderate amount, or a little / a little, a moderate amount, or a great deal]? 444 CODEBOOK: VARIABLES","IF R F A VORS AFFIRMA TIVE ACTION A T UNIVERSITIES: Do you favor that [a great deal, a moderate amount, or a little / a little, a moderate amount, or a great deal]? F orward/reverse response option order","IF R OPPOSES AFFIRMA TIVE ACTION A T UNIVERSITIES: Do you oppose that [a great deal, a moderate amount, or a little / a little, a moderate amount, or a great deal]? F orward/reverse response option order","Do you favor that [a great deal, a moderate amount, or a little / a little, a moderate amount,or a great deal]?
Do you oppose that [a great deal, a moderate amount, or a little / a little, a moderate amount,or a great deal]?","1. A great deal
2. A moderate amount
3. A little
1. A great deal
2. A moderate amount
3. A little","1. A great deal
2. A moderate amount
3. A little1. F avor a great deal
2. F avor a moderate amount
3. F avor a little
4. Neither favor nor oppose
5. Oppose a little
6. Oppose a moderate
7. Oppose a great deal","1. A great deal
2. A moderate amount
3. A little","1. A greatdeal
2. A moderate amount
3. A little
1. A greatdeal
2. A moderate amount
3. A little

1. A greatdeal
2. A moderate amount
3. A little
1. A greatdeal
2. A moderate amount
3. A little","-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable
-9. Refused
-7. Insuﬃcient partial, interview deleted
-6. No post interview
-5. Suﬃcient partial, breakoﬀ
-1. Inapplicable","-1. INAP ,
-8. Don’t know (FTF only)
-9. Refused-8. DK (-8) in V161204,
-9. RF (-9) in V161204,","-1. INAP ,","-1. Inapplicable
-8. Don't know
-1. Inapplicable
-8. Don't know

-1. Inapplicable
-4. Error
-8. Don't know
-1. Inapplicable
-4. Error
-8. Don't know","2024: V242243; V242244
2016: V161204a; V161204b
2012: aa_unifav; aa_uniopp"
