var_name,summary,question,valid_labels,missing_labels
V083096,H2. Country would be better off if we just stayed home,"Do you AGREE or DISAGREE with this statement:
'This country would be better off if we just stayed home
and did not concern ourselves with problems in other parts
of the world.'","1. Agree
5. Disagree","-8. Don't know
-9. Refused"
V083097,"J1. Party ID: Does R think of self as Dem, Rep, Ind or what","Generally speaking, do you usually think of yourself as a
[DEMOCRAT, a REPUBLICAN / a REPUBLICAN, a DEMOCRAT], an
INDEPENDENT, or what?","1. Democrat
2. Republican
3. Independent
4. Other party (SPECIFY)
5. No preference {VOL}","-8. Don't know
-9. Refused"
V083098a,J1a. Party Identification strong - Democrat/Republican,"Would you call yourself a STRONG Democrat or a NOT VERY STRONG
Democrat /
Would you call yourself a STRONG Republican or a NOT VERY STRONG
Republican?","1. Strong
5. Not very strong","-1. INAP,
-8. Don't know
-9. Refused"
V083098b,J1b. No Party Identification - closer to Dems or Reps,"Do you think of yourself as CLOSER to the Republican Party or
to the Democratic party?","1. Closer to Republican
3. Neither [VOL]
5. Closer to Democratic","-1. INAP,
-8. Don't know
-9. Refused"
V083098x,J1x. SUMMARY: R Party Identification,"SUMMARY:
R PARTY IDENTIFICATION","0. Strong Democrat (1;1;-1)
1. Weak Democrat (1;5;-1)
2. Independent-Democrat (3,4,5,-8;-1;5)
3. Independent-Independent (3,4,5,-8;-1;3)
4. Independent-Republican (3,4,5,-8;-1;1)
5. Weak Republican (2;5;-1)
6. Strong Republican (2;1;-1)","-1. INAP, -9 in J1; -8,-9 in J1a; -8,-9 in J1b"
V083099a,K1a1. [VERSION J] Pres Dem cand trait moral,"[(Looking at page 6;7 of the booklet.)
Think about BARACK OBAMA.
In your opinion, does the phrase
'he is MORAL'
describe Barack Obama EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'MORAL'?
(Does this phrase describe Barack Obama EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083099b,K1a2. [VERSION J] Pres Dem cand trait strong leadership,"[(Looking at page 6;7 of the booklet.)
Think about BARACK OBAMA.
In your opinion, does the phrase
'he PROVIDES STRONG LEADERSHIP'
describe Barack Obama EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'PROVIDES STRONG LEADERSHIP'?
(Does this phrase describe Barack Obama EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083099c,K1a3. [VERSION J] Pres Dem cand trait really cares,"[(Looking at page 6;7 of the booklet.)
Think about BARACK OBAMA.
In your opinion, does the phrase
'he REALLY CARES ABOUT PEOPLE LIKE YOU'
describe Barack Obama EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'REALLY CARES ABOUT PEOPLE LIKE YOU'?
(Does this phrase describe Barack Obama EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083099d,K1a4. [VERSION J] Pres Dem cand trait knowledgeable,"[(Looking at page 6;7 of the booklet.)
Think about BARACK OBAMA.
In your opinion, does the phrase
'he is KNOWLEDGEABLE'
describe Barack Obama EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'KNOWLEDGEABLE'?
(Does this phrase describe Barack Obama EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083099e,K1a5. [VERSION J] Pres Dem cand trait intelligent,"[(Looking at page 6;7 of the booklet.)
Think about BARACK OBAMA.
In your opinion, does the phrase
'he is INTELLIGENT'
describe Barack Obama EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'INTELLIGENT'?
(Does this phrase describe Barack Obama EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083099f,K1a6. [VERSION J] Pres Dem cand trait honest,"[(Looking at page 6;7 of the booklet.)
Think about BARACK OBAMA.
In your opinion, does the phrase
'he is HONEST'
describe Barack Obama EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'HONEST'?
(Does this phrase describe Barack Obama EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083099g,K1a7. [VERSION J] Pres Dem cand trait optimistic,"[(Looking at page 6;7 of the booklet.)
Think about BARACK OBAMA.
In your opinion, does the phrase
'he is OPTIMISTIC'
describe Barack Obama EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'OPTIMISTIC'?
(Does this phrase describe Barack Obama EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083100a,K1b1. [VERSION K] Pres Dem cand trait moral,"[Think about BARACK OBAMA.
In your opinion, does the phrase
'he is MORAL'
describe Barack Obama EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'MORAL'?
(Does this phrase describe Barack Obama EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083100b,K1b2. [VERSION K] Pres Dem cand trait strong leadership,"[Think about BARACK OBAMA.
In your opinion, does the phrase
'he PROVIDES STRONG LEADERSHIP'
describe Barack Obama EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'PROVIDES STRONG LEADERSHIP'?
(Does this phrase describe Barack Obama EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083100c,K1b3. [VERSION K] Pres Dem cand trait really cares,"[Think about BARACK OBAMA.
In your opinion, does the phrase
'he REALLY CARES ABOUT PEOPLE LIKE YOU'
describe Barack Obama EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'REALLY CARES ABOUT PEOPLE LIKE YOU'?
(Does this phrase describe Barack Obama EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083100d,K1b4. [VERSION K] Pres Dem cand trait knowledgeable,"[Think about BARACK OBAMA.
In your opinion, does the phrase
'he is KNOWLEDGEABLE'
describe Barack Obama EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'KNOWLEDGEABLE'?
(Does this phrase describe Barack Obama EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083100e,K1b5. [VERSION K] Pres Dem cand trait intelligent,"[Think about BARACK OBAMA.
In your opinion, does the phrase
'he is INTELLIGENT'
describe Barack Obama EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'INTELLIGENT'?
(Does this phrase describe Barack Obama EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083100f,K1b6. [VERSION K] Pres Dem cand trait honest,"[Think about BARACK OBAMA.
In your opinion, does the phrase
'he is HONEST'
describe Barack Obama EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'HONEST'?
(Does this phrase describe Barack Obama EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083100g,K1b7. [VERSION K] Pres Dem cand trait optimistic,"[Think about BARACK OBAMA.
In your opinion, does the phrase
'he is OPTIMISTIC'
describe Barack Obama EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'OPTIMISTIC'?
(Does this phrase describe Barack Obama EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083101a,K2a1. [VERSION J] Pres Rep cand trait moral,"[(Looking at page 6;7 of the booklet.)
Think about JOHN MCCAIN.
In your opinion, does the phrase
'he is MORAL'
describe John McCain EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'MORAL'?
(Does this phrase describe John McCain EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083101b,K2a2. [VERSION J] Pres Rep cand trait strong leadership,"[(Looking at page 6;7 of the booklet.)
Think about JOHN MCCAIN.
In your opinion, does the phrase
'he PROVIDES STRONG LEADERSHIP'
describe John McCain EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'PROVIDES STRONG LEADERSHIP'?
(Does this phrase describe John McCain EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083101c,K2a3. [VERSION J] Pres Rep cand trait really cares,"[(Looking at page 6;7 of the booklet.)
Think about JOHN MCCAIN.
In your opinion, does the phrase
'he REALLY CARES ABOUT PEOPLE LIKE YOU'
describe John McCain EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'REALLY CARES ABOUT PEOPLE LIKE YOU'?
(Does this phrase describe John McCain EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083101d,K2a4. [VERSION J] Pres Rep cand trait knowledgeable,"[(Looking at page 6;7 of the booklet.)
Think about JOHN MCCAIN.
In your opinion, does the phrase
'he is KNOWLEDGEABLE'
describe John McCain EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'KNOWLEDGEABLE'?
(Does this phrase describe John McCain EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083101e,K2a5. [VERSION J] Pres Rep cand trait intelligent,"[(Looking at page 6;7 of the booklet.)
Think about JOHN MCCAIN.
In your opinion, does the phrase
'he is INTELLIGENT'
describe John McCain EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'INTELLIGENT'?
(Does this phrase describe John McCain EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083101f,K2a6. [VERSION J] Pres Rep cand trait honest,"[(Looking at page 6;7 of the booklet.)
Think about JOHN MCCAIN.
In your opinion, does the phrase
'he is HONEST'
describe John McCain EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'HONEST'?
(Does this phrase describe John McCain EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083101g,K2a7. [VERSION J] Pres Rep cand trait optimistic,"[(Looking at page 6;7 of the booklet.)
Think about JOHN MCCAIN.
In your opinion, does the phrase
'he is OPTIMISTIC'
describe John McCain EXTREMELY WELL, QUITE WELL, NOT TOO WELL,
or NOT WELL AT ALL?
/
(Looking at page 6;7 of the booklet.)
(What about)
'OPTIMISTIC'?
(Does this phrase describe John McCain EXTREMELY WELL, QUITE
WELL, NOT TOO WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Quite well
3. Not too well
4. Not well at all","-1. INAP, R selected for VERSION K
-8. Don't know
-9. Refused"
V083102a,K2b1. [VERSION K] Pres Rep cand trait moral,"[Think about JOHN MCCAIN.
In your opinion, does the phrase
'he is MORAL'
describe John McCain EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'MORAL'?
(Does this phrase describe John McCain EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083102b,K2b2. [VERSION K] Pres Rep cand trait strong leadership,"[Think about JOHN MCCAIN.
In your opinion, does the phrase
'he PROVIDES STRONG LEADERSHIP'
describe John McCain EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'PROVIDES STRONG LEADERSHIP'?
(Does this phrase describe John McCain EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083102c,K2b3. [VERSION K] Pres Rep cand trait really cares,"[Think about JOHN MCCAIN.
In your opinion, does the phrase
'he REALLY CARES ABOUT PEOPLE LIKE YOU'
describe John McCain EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'REALLY CARES ABOUT PEOPLE LIKE YOU'?
(Does this phrase describe John McCain EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083102d,K2b4. [VERSION K] Pres Rep cand trait knowledgeable,"[Think about JOHN MCCAIN.
In your opinion, does the phrase
'he is KNOWLEDGEABLE'
describe John McCain EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'KNOWLEDGEABLE'?
(Does this phrase describe John McCain EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083102e,K2b5. [VERSION K] Pres Rep cand trait intelligent,"[Think about JOHN MCCAIN.
In your opinion, does the phrase
'he is INTELLIGENT'
describe John McCain EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'INTELLIGENT'?
(Does this phrase describe John McCain EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083102f,K2b6. [VERSION K] Pres Rep cand trait honest,"[Think about JOHN MCCAIN.
In your opinion, does the phrase
'he is HONEST'
describe John McCain EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'HONEST'?
(Does this phrase describe John McCain EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083102g,K2b7. [VERSION K] Pres Rep cand trait optimistic,"[Think about JOHN MCCAIN.
In your opinion, does the phrase
'he is OPTIMISTIC'
describe John McCain EXTREMELY WELL, VERY WELL, MODERATELY WELL,
SLIGHTLY WELL, or NOT WELL AT ALL?
/
(What about)
'OPTIMISTIC'?
(Does this phrase describe John McCain EXTREMELY WELL, VERY WELL,
MODERATELY WELL, SLIGHTLY WELL, or NOT WELL AT ALL?)]","1. Extremely well
2. Very well
3. Moderately well
4. Slightly well
5. Not well at all","-1. INAP, R selected for VERSION J
-8. Don't know
-9. Refused"
V083103,M1a. Was Iraq war worth the cost,"Taking everything into account, do you think the war in Iraq
has been WORTH THE COST or NOT?","1. Worth it
5. Not worth it","-8. Don't know
-9. Refused"
V083104,M2. Iraq war increased or decreased threat of terrorism,"As a result of the United States military action in Iraq, do
you think the threat of terrorism against the United States has
INCREASED, DECREASED, or stayed ABOUT THE SAME?","1. Increased
3. Decreased
5. Stayed about the same","-8. Don't know
-9. Refused"
V083105,N1a. [OLD] Spending and Services - 7-point scale self,"Where would you place YOURSELF on this scale, or haven't you thought
much about this?","1. Govt should provide many fewer services
7. Govt should provide many more services","-1. INAP, R selected for VERSION NEW
-7. Haven't thought much about this
-8. Don't know
-9. Refused"
V083106,N1b. [OLD] Importance of spending-services issue to R,"How important is this issue to you personally? NOT IMPORTANT
AT ALL, NOT TOO important, SOMEWHAT important, VERY important,
or EXTREMELY important?","1. Not important at all
2. Not too important
3. Somewhat important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083107a,N1c1. [OLD] Spending and Services: Dem Pres cand,"(Still looking at page 8 of the booklet)
Where would you place BARACK OBAMA on this issue?","1. Govt should provide many fewer services
7. Govt should provide many more services","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083107b,N1c2. [OLD] Spending and Services: Rep Pres cand,"(Still looking at page 8 of the booklet)
Where would you place JOHN MCCAIN on this issue?","1. Govt should provide many fewer services
7. Govt should provide many more services","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083108,N1d. [NEW] Spending and Services - self,"Do you think the government should provide MORE services than
it does now, FEWER services than it does now, or ABOUT THE
SAME NUMBER of services as it does now?","1. More services
3. Fewer services
5. About the same services","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083108a,N1d1. [NEW] Amount more/less spending and Services - self,"Do you think that the government should provide A LOT more
services, SOMEWHAT more services, or SLIGHTLY more services
than it does now? /
Do you think that the government should provide A LOT fewer
services, SOMEWHAT fewer services, or SLIGHTLY fewer services
than it does now?","1. A lot
3. Somewhat
5. Slightly","-1. INAP,
-8. Don't know
-9. Refused"
V083108x,N1d1x. [NEW] SUMMARY: R position on services-spending,"SUMMARY: R POSITION-
GOVERNMENT SERVICES (BRANCHING) [NEW]","1. A lot more
2. Somewhat more
3. Slightly more
4. About the same
5. Slightly fewer
6. Somewhat fewer
7. A lot fewer","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N1d or N1d1)
-9. Refused (in N1d or N1d1)"
V083109,N1e. [NEW] Importance of spending-services issue to R,"How important is this issue to you personally?
(NOT IMPORTANT AT ALL, SLIGHTLY IMPORTANT, MODERATELY IMPORTANT,
VERY IMPORTANT, or EXTREMELY IMPORTANT?)","1. Not important at all
2. Slightly important
3. Moderately important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083110,N1f1. [NEW] Spending and Services: Dem Pres cand,"What about BARACK OBAMA?
(Does Barack Obama think the government should provide MORE
services than it does now, FEWER services than it does now, or
ABOUT THE SAME NUMBER of services as it does now?)","1. More services
3. Fewer services
5. About the same services","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083110a,N1f1a. [NEW] Amt more/less spending-services: Dem Pres cand,"Does he think that the government should provide A LOT more
services, SOMEWHAT more services, or SLIGHTLY more services
than it does now? /
Does he think that the government should provide A LOT fewer
services, SOMEWHATfewer services, or SLIGHTLY fewer services
than it does now?","1. A lot
3. Somewhat
5. Slightly","-1. INAP,
-8. Don't know
-9. Refused"
V083110x,N1f1ax. [NEW] SUMMARY: Dem Pres cand position on serv-spend,"SUMMARY: DEMOCRATIC PRESIDENTIAL CAND POSITION-
GOVT SERVICES (BRANCHING) [NEW]","1. A lot more
2. Somewhat more
3. Slightly more
4. About the same
5. Slightly fewer
6. Somewhat fewer
7. A lot fewer","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N1f1 or N1f1a)
-9. Refused (in N1f1 or N1f1a)"
V083111,N1f2. [NEW] Spending and Services: Rep Pres cand,"What about JOHN MCCAIN?
(Does John McCain think the government should provide MORE
services than it does now, FEWER services than it does now, or
ABOUT THE SAME NUMBER of services as it does now?)","1. More services
3. Fewer services
5. About the same services","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083111a,N1f2a. [NEW] Amt more/less spending-services: Rep Pres cand,"Does he think that the government should provide A LOT more
services, SOMEWHAT more services, or SLIGHTLY more services
than it does now? /
Does he think that the government should provide A LOT fewer
services, SOMEWHATfewer services, or SLIGHTLY fewer services
than it does now?","1. A lot
3. Somewhat
5. Slightly","-1. INAP,
-8. Don't know
-9. Refused"
V083111x,N1f2ax. [NEW] SUMMARY: Rep Pres cand position on serv-spend,"SUMMARY: REPUBLICAN PRESIDENTIAL CAND POSITION-
GOVT SERVICES (BRANCHING) [NEW]","1. A lot more
2. Somewhat more
3. Slightly more
4. About the same
5. Slightly fewer
6. Somewhat fewer
7. A lot fewer","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N1f2 or N1f2a)
-9. Refused (in N1f2 or N1f2a)"
V083112,N2a. [OLD] Defense spending - 7-point scale self,"Where would you place YOURSELF on this scale, or haven't you
thought much about this?","1. Govt should decrease defense spending
7. Govt should increase defense spending","-1. INAP, R selected for VERSION NEW
-7. Haven't thought much about this
-8. Don't know
-9. Refused"
V083113,N2b. [OLD] Importance of defense spending issue to R,"How important is this issue to you personally? NOT IMPORTANT
AT ALL, NOT TOO important, SOMEWHAT important, VERY important,
or EXTREMELY important?","1. Not important at all
2. Not too important
3. Somewhat important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083114a,N2c1. [OLD] Defense spending scale: Dem Pres cand,"(Still looking at Page 9)
Where would you place BARACK OBAMA on this issue?","1. Govt should decrease defense spending
7. Govt should increase defense spending","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083114b,N2c2.[OLD]  Defense spending scale: Rep Pres cand,"(Still looking at Page 9)
Where would you place JOHN MCCAIN on this issue?","1. Govt should decrease defense spending
7. Govt should increase defense spending","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083115,N2d. [NEW] Defense spending - self,"Do you think that the government should spend MORE on national
defense, LESS on national defense, or ABOUT THE SAME on
national defense as it does now?","1. More
3. Less
5. About the same","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083115a,N2d1. [NEW] Amount more/less defense spending - self,"Do you think that the government should spend A LOT more,
SOMEWHAT more, or SLIGHTLY more than it does now? /
Do you think that the government should spend A LOT less,
SOMEWHAT less, or SLIGHTLY less than it does now?","1. A lot
3. Somewhat
5. Slightly","-1. INAP,
-8. Don't know
-9. Refused"
V083115x,N2d1x. [NEW] SUMMARY: R position on def spend,"SUMMARY: R POSITION-
DEFENSE SPENDING (BRANCHING) [NEW]","1. A lot more
2. Somewhat more
3. Slightly more
4. About the same
5. Slightly less
6. Somewhat less
7. A lot less","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N2d or N2d1)
-9. Refused (in N2d or N2d1)"
V083116,N2e. [NEW] Importance of defense spend issue to R,"How important is this issue to you personally?  (NOT IMPORTANT
AT ALL, SLIGHTLY IMPORTANT, MODERATELY IMPORTANT, VERY IMPORTANT,
or EXTREMELY IMPORTANT?)","1. Not important at all
2. Slightly important
3. Moderately important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083117,N2f1. [NEW] Defense spending: Dem Pres cand,"What about BARACK OBAMA?
(Does Barack Obama think the government should spend MORE
on national defense, LESS on national defense, or ABOUT THE
SAME on national defense?)","1. More
3. Less
5. About the same","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083117a,N2f1a. [NEW] Amt more/less defense spend: Dem Pres cand,"Does he think that the government should spend A LOT more,
SOMEWHAT more, or SLIGHTLY more than it does now? /
Does he think that the government should spend A LOT less,
SOMEWHAT less, or SLIGHTLY less than it does now?","1. A lot
3. Somewhat
5. Slightly","-1. INAP,
-8. Don't know
-9. Refused"
V083117x,N2f1ax. [NEW] SUMMARY: Dem Pres cand position on def spend,"SUMMARY: DEMOCRATIC PRESIDENTIAL CAND POSITION-
DEFENSE SPENDING (BRANCHING) [NEW]","1. A lot more
2. Somewhat more
3. Slightly more
4. About the same
5. Slightly less
6. Somewhat less
7. A lot less","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N2f1 or N2f1a)
-9. Refused (in N2f1 or N2f1a)"
V083118,N2f2. [NEW] Defense spending: Rep Pres cand,"What about JOHN MCCAIN?
(Does John McCain think the government should spend MORE
on national defense, LESS on national defense, or ABOUT THE
SAME on national defense?)","1. More
3. Less
5. About the same","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083118a,N2f2a. [NEW] Amt more/less defense spend: Rep Pres cand,"Does he think that the government should spend A LOT more,
SOMEWHAT more, or SLIGHTLY more than it does now? /
Does he think that the government should spend A LOT less,
SOMEWHAT less, or SLIGHTLY less than it does now?","1. A lot
3. Somewhat
5. Slightly","-1. INAP,
-8. Don't know
-9. Refused"
